Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,Ticker,Daily_Return
2017-12-29T00:00:00Z,170.52,170.59,169.22,169.23,25643711,0,1,170.52,170.59,169.22,169.23,25643711,AAPL,-0.01758969
2017-12-28T00:00:00Z,171,171.85,170.48,171.08,15997739,0,1,171,171.85,170.48,171.08,15997739,AAPL,0.010931868
2017-12-27T00:00:00Z,170.1,170.78,169.71,170.6,21672062,0,1,170.1,170.78,169.71,170.6,21672062,AAPL,-0.002805705
2017-12-26T00:00:00Z,170.8,171.47,169.679,170.57,32968167,0,1,170.8,171.47,169.679,170.57,32968167,AAPL,-0.00017585
2017-12-22T00:00:00Z,174.68,175.424,174.5,175.01,16052615,0,1,174.68,175.424,174.5,175.01,16052615,AAPL,0.026030369
2017-12-21T00:00:00Z,174.17,176.02,174.1,175.01,20356826,0,1,174.17,176.02,174.1,175.01,20356826,AAPL,0
2017-12-20T00:00:00Z,174.87,175.42,173.25,174.35,23000392,0,1,174.87,175.42,173.25,174.35,23000392,AAPL,-0.003771213
2017-12-19T00:00:00Z,175.03,175.39,174.09,174.54,27078872,0,1,175.03,175.39,174.09,174.54,27078872,AAPL,0.001089762
2017-12-18T00:00:00Z,174.88,177.2,174.86,176.42,28831533,0,1,174.88,177.2,174.86,176.42,28831533,AAPL,0.01077117
2017-12-15T00:00:00Z,173.63,174.17,172.46,173.87,37054632,0,1,173.63,174.17,172.46,173.87,37054632,AAPL,-0.014454144
2017-12-14T00:00:00Z,172.4,173.13,171.65,172.22,20219307,0,1,172.4,173.13,171.65,172.22,20219307,AAPL,-0.009489849
2017-12-13T00:00:00Z,172.5,173.54,172,172.27,23142242,0,1,172.5,173.54,172,172.27,23142242,AAPL,0.000290326
2017-12-12T00:00:00Z,172.15,172.39,171.461,171.7,18945457,0,1,172.15,172.39,171.461,171.7,18945457,AAPL,-0.00330876
2017-12-11T00:00:00Z,169.2,172.89,168.79,172.67,33092051,0,1,169.2,172.89,168.79,172.67,33092051,AAPL,0.005649388
2017-12-08T00:00:00Z,170.49,171,168.82,169.37,23096872,0,1,170.49,171,168.82,169.37,23096872,AAPL,-0.0191116
2017-12-07T00:00:00Z,169.03,170.44,168.91,169.452,24469613,0,1,169.03,170.44,168.91,169.452,24469613,AAPL,0.000484147
2017-12-06T00:00:00Z,167.5,170.2047,166.46,169.01,28224357,0,1,167.5,170.2047,166.46,169.01,28224357,AAPL,-0.002608408
2017-12-05T00:00:00Z,169.06,171.52,168.4,169.64,27008428,0,1,169.06,171.52,168.4,169.64,27008428,AAPL,0.00372759
2017-12-04T00:00:00Z,172.48,172.62,169.63,169.8,32115052,0,1,172.48,172.62,169.63,169.8,32115052,AAPL,0.000943174
2017-12-01T00:00:00Z,169.95,171.67,168.5,171.05,39590080,0,1,169.95,171.67,168.5,171.05,39590080,AAPL,0.007361602
2017-11-30T00:00:00Z,170.43,172.14,168.44,171.85,40172368,0,1,170.43,172.14,168.44,171.85,40172368,AAPL,0.004676995
2017-11-29T00:00:00Z,172.63,172.92,167.16,169.48,40788324,0,1,172.63,172.92,167.16,169.48,40788324,AAPL,-0.013791097
2017-11-28T00:00:00Z,174.3,174.87,171.86,173.07,25468442,0,1,174.3,174.87,171.86,173.07,25468442,AAPL,0.02118244
2017-11-27T00:00:00Z,175.05,175.08,173.34,174.09,20536313,0,1,175.05,175.08,173.34,174.09,20536313,AAPL,0.005893569
2017-11-24T00:00:00Z,175.1,175.5,174.6459,174.97,14026519,0,1,175.1,175.5,174.6459,174.97,14026519,AAPL,0.005054857
2017-11-22T00:00:00Z,173.36,175,173.05,174.96,24997274,0,1,173.36,175,173.05,174.96,24997274,AAPL,-5.71527E-05
2017-11-21T00:00:00Z,170.78,173.7,170.78,173.14,24875471,0,1,170.78,173.7,170.78,173.14,24875471,AAPL,-0.010402378
2017-11-20T00:00:00Z,170.29,170.56,169.56,169.98,15974387,0,1,170.29,170.56,169.56,169.98,15974387,AAPL,-0.018251126
2017-11-17T00:00:00Z,171.04,171.39,169.64,170.15,21665811,0,1,171.04,171.39,169.64,170.15,21665811,AAPL,0.001000118
2017-11-16T00:00:00Z,171.18,171.87,170.3,171.1,23497326,0,1,171.18,171.87,170.3,171.1,23497326,AAPL,0.005583309
2017-11-15T00:00:00Z,169.97,170.3197,168.38,169.08,28702351,0,1,169.97,170.3197,168.38,169.08,28702351,AAPL,-0.011805961
2017-11-14T00:00:00Z,173.04,173.48,171.18,171.34,23588451,0,1,173.04,173.48,171.18,171.34,23588451,AAPL,0.013366454
